customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,clusters,RFM_Score,customer_profile
1518.0,Dallon,Greatreax,Male,66.0,1971-01-02,Safety Technician IV,Property,Affluent Customer,N,No,18.0,1,9,Mid-Low Value
1519.0,Marwin,Jeyness,Male,35.0,2001-11-30,Administrative Assistant IV,Telecommunications,High Net Worth,N,Yes,1.0,1,7,High-Mid Value
1520.0,Dillie,Wilstead,Male,95.0,1965-11-18,,Retail,Mass Customer,N,No,19.0,0,10,Mid-Low Value
1521.0,Pernell,Duffett,Male,49.0,1995-11-13,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,22.0,0,10,Mid-Low Value
1522.0,Hubie,Thunnerclef,Male,57.0,1994-06-13,Paralegal,Financial Services,Mass Customer,N,No,7.0,0,6,High-Mid Value
1523.0,Brnaba,Dighton,Male,78.0,1959-09-06,Product Engineer,Financial Services,Mass Customer,N,Yes,17.0,0,8,Mid Value
1524.0,Bonni,Drakers,Female,7.0,1975-04-29,Administrative Officer,Financial Services,Mass Customer,N,Yes,16.0,0,7,High-Mid Value
1525.0,Philis,Whittam,Female,43.0,1966-07-15,Database Administrator III,Financial Services,High Net Worth,N,No,5.0,0,10,Mid-Low Value
1526.0,Charlie,MacKibbon,Male,50.0,1964-11-07,Editor,Manufacturing,Mass Customer,N,Yes,19.0,1,9,Mid-Low Value
1527.0,Gerek,Chape,Male,23.0,1997-10-15,Chemical Engineer,Manufacturing,Mass Customer,N,No,2.0,1,9,Mid-Low Value
1528.0,Ranee,Henriksson,Female,78.0,1984-01-01,,Manufacturing,High Net Worth,N,No,3.0,1,6,High-Mid Value
1529.0,Tansy,Beltzner,Female,0.0,1986-10-21,Media Manager III,Financial Services,High Net Worth,N,Yes,5.0,1,10,Mid-Low Value
1530.0,Alexandr,Maylard,Male,89.0,1976-01-12,Pharmacist,Health,Mass Customer,N,Yes,9.0,1,5,High-Mid Value
1531.0,Evaleen,Pusey,Female,20.0,1966-03-17,Administrative Assistant III,Financial Services,Mass Customer,N,Yes,13.0,1,7,High-Mid Value
1532.0,Marty,Wiggall,Female,27.0,1972-10-26,VP Accounting,Financial Services,Mass Customer,N,Yes,10.0,1,7,High-Mid Value
1533.0,Sonia,Rous,Female,59.0,1977-07-02,Social Worker,Health,Affluent Customer,N,Yes,8.0,1,9,Mid-Low Value
1534.0,Rosabelle,Hollington,Female,74.0,1998-11-30,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,4.0,1,8,Mid Value
1535.0,Emanuel,Baukham,Male,80.0,1997-04-08,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3.0,1,10,Mid-Low Value
1536.0,Tiffany,Fanshaw,Female,28.0,1979-10-04,Software Consultant,Financial Services,Affluent Customer,N,Yes,15.0,0,9,Mid-Low Value
1537.0,Andres,Beranek,Male,23.0,1969-11-17,Librarian,Entertainment,Mass Customer,N,No,10.0,0,4,High Value
1538.0,Ahmed,Edmondson,Male,74.0,1989-04-22,Pharmacist,Health,High Net Worth,N,Yes,12.0,0,7,High-Mid Value
1539.0,Filberte,Godmer,Male,3.0,1977-11-17,Account Executive,,Mass Customer,N,Yes,16.0,0,9,Mid-Low Value
1540.0,Ilene,Agett,Female,53.0,1962-03-17,Mechanical Systems Engineer,Property,Mass Customer,N,Yes,19.0,0,5,High-Mid Value
1541.0,Dynah,Grimes,Female,7.0,1954-12-28,Structural Engineer,Argiculture,Mass Customer,N,Yes,13.0,0,7,High-Mid Value
1542.0,Sanders,Fernyhough,Male,56.0,1978-07-27,Food Chemist,Health,Mass Customer,N,Yes,12.0,1,9,Mid-Low Value
1543.0,Michaela,Andrasch,Female,25.0,1993-10-13,Database Administrator III,,High Net Worth,N,No,9.0,1,10,Mid-Low Value
1544.0,Keane,Moneypenny,Male,75.0,1963-08-22,Dental Hygienist,Health,Affluent Customer,N,Yes,11.0,1,10,Mid-Low Value
1545.0,Carver,Saturley,Male,34.0,1977-09-06,Associate Professor,Health,Mass Customer,N,Yes,15.0,1,8,Mid Value
1546.0,Natalya,Moscone,Female,22.0,1956-10-28,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8.0,1,7,High-Mid Value
1547.0,Chiquita,Billyard,Female,82.0,1990-02-26,Account Coordinator,,Mass Customer,N,Yes,12.0,1,5,High-Mid Value
1548.0,Perla,Cortnay,Female,70.0,1995-02-03,,Manufacturing,Mass Customer,N,Yes,2.0,1,10,Mid-Low Value
1549.0,Vikki,Tett,Female,87.0,1997-08-06,,Financial Services,Affluent Customer,N,Yes,4.0,1,8,Mid Value
1550.0,Nell,MacCafferky,Female,3.0,1986-09-12,Programmer Analyst II,IT,Mass Customer,N,Yes,12.0,1,9,Mid-Low Value
1551.0,Joell,Balfe,Female,37.0,1975-05-30,Computer Systems Analyst I,Entertainment,Affluent Customer,N,No,17.0,1,7,High-Mid Value
1552.0,Cully,Mangeon,Male,80.0,1988-06-06,Research Associate,Entertainment,Mass Customer,N,Yes,8.0,1,9,Mid-Low Value
1553.0,Vanna,Matts,Female,68.0,1956-05-31,Administrative Assistant IV,Retail,High Net Worth,N,No,7.0,1,11,Low Value
1554.0,Land,Aarons,Male,83.0,1994-08-12,Assistant Manager,Retail,Affluent Customer,N,No,3.0,1,7,High-Mid Value
1555.0,Marcello,Spenclay,Male,60.0,1962-08-19,Tax Accountant,Health,High Net Worth,N,No,15.0,0,11,Low Value
1556.0,Bartram,Brownstein,Male,30.0,1986-03-25,Web Developer III,Manufacturing,Mass Customer,N,Yes,6.0,0,9,Mid-Low Value
1557.0,Efren,Castanos,Male,64.0,1975-08-14,Speech Pathologist,Financial Services,Mass Customer,N,No,6.0,0,6,High-Mid Value
1558.0,Oberon,Scading,Male,14.0,1991-05-12,Information Systems Manager,Financial Services,Affluent Customer,N,No,2.0,0,3,High Value
1559.0,Hilton,Gladwell,Male,63.0,1975-10-14,,Health,High Net Worth,N,Yes,12.0,0,6,High-Mid Value
1560.0,Tymon,Blackstone,Male,14.0,1973-01-12,,Retail,Mass Customer,N,No,5.0,0,10,Mid-Low Value
1561.0,Clemens,Rawll,Male,47.0,1975-03-14,Graphic Designer,Manufacturing,Mass Customer,N,Yes,14.0,0,7,High-Mid Value
1562.0,Elset,Biasio,Female,29.0,1984-07-11,Staff Scientist,,Affluent Customer,N,Yes,3.0,0,11,Low Value
1563.0,Crosby,Claeskens,Male,39.0,1992-03-10,Account Representative IV,Property,Mass Customer,N,No,9.0,2,11,Low Value
1564.0,Sascha,Tander,Female,42.0,1964-02-27,Geologist III,Retail,Mass Customer,N,No,16.0,2,7,High-Mid Value
1565.0,Jay,Janiszewski,Male,71.0,1953-08-17,Sales Representative,Retail,High Net Worth,N,Yes,11.0,2,8,Mid Value
1566.0,Stavros,Goodinson,Male,95.0,1962-01-03,Executive Secretary,Argiculture,Mass Customer,N,No,17.0,2,11,Low Value
1567.0,Florri,Ramsdell,Female,18.0,1971-12-16,Teacher,,Mass Customer,N,No,16.0,2,6,High-Mid Value
1568.0,Bellanca,Strutz,Female,78.0,1980-05-23,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,2,10,Mid-Low Value
1569.0,Dave,Mews,Male,87.0,1987-06-03,Structural Analysis Engineer,,Mass Customer,N,No,8.0,2,10,Mid-Low Value
1570.0,Phil,Dodle,Female,70.0,1995-11-20,Staff Accountant III,Entertainment,Mass Customer,N,No,17.0,0,4,High Value
1571.0,Tadeas,McUre,Male,19.0,1980-09-08,Clinical Specialist,Health,Mass Customer,N,Yes,22.0,0,4,High Value
1572.0,Tam,Jahner,Male,51.0,1957-07-26,Recruiting Manager,Financial Services,High Net Worth,N,Yes,16.0,0,9,Mid-Low Value
1573.0,Aurea,Reubens,Female,48.0,1994-07-05,Web Designer I,Property,Mass Customer,N,Yes,4.0,0,8,Mid Value
1574.0,Werner,Wall,Male,16.0,1995-11-15,Database Administrator I,,Affluent Customer,N,Yes,2.0,0,9,Mid-Low Value
1575.0,Phaidra,Jindacek,Female,82.0,1989-03-13,Design Engineer,Retail,Mass Customer,N,No,17.0,0,12,Low Value
1576.0,Reube,Roscrigg,Male,77.0,1985-11-10,VP Marketing,Financial Services,Mass Customer,N,No,20.0,0,8,Mid Value
1577.0,Diannne,Teager,Female,87.0,1976-09-08,Automation Specialist I,Manufacturing,High Net Worth,N,No,10.0,0,5,High-Mid Value
1578.0,Andreas,Bazely,Male,60.0,1978-04-14,,Health,High Net Worth,N,Yes,11.0,0,4,High Value
1579.0,Madelaine,Siegertsz,Female,40.0,1978-01-27,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,17.0,0,5,High-Mid Value
1580.0,Laird,Prover,Male,23.0,1981-06-21,Associate Professor,Retail,High Net Worth,N,No,5.0,0,9,Mid-Low Value
1581.0,Melessa,Delyth,Female,26.0,1974-04-13,Recruiter,Argiculture,Mass Customer,N,No,13.0,0,7,High-Mid Value
1582.0,Francesco,Wasson,Male,32.0,1978-01-14,Office Assistant III,Property,Mass Customer,N,No,4.0,0,9,Mid-Low Value
1584.0,Susanetta,,Female,93.0,1992-04-27,Legal Assistant,Manufacturing,Mass Customer,N,No,9.0,0,8,Mid Value
1585.0,Stillman,Sackur,Male,87.0,1961-04-07,Pharmacist,Health,Mass Customer,N,Yes,5.0,0,8,Mid Value
1586.0,Madelena,Risson,Female,47.0,1985-12-27,Physical Therapy Assistant,Manufacturing,High Net Worth,N,No,15.0,0,7,High-Mid Value
1587.0,Kevan,Laminman,Male,17.0,1986-08-16,Software Test Engineer III,Entertainment,Affluent Customer,N,Yes,12.0,0,11,Low Value
1588.0,Dukey,McCrie,Male,24.0,1983-01-28,Administrative Officer,IT,High Net Worth,N,Yes,7.0,0,8,Mid Value
1589.0,Walker,Bartalot,Male,83.0,1989-07-08,Human Resources Manager,Health,Mass Customer,N,Yes,4.0,0,5,High-Mid Value
1590.0,Crystie,Fontanet,Female,8.0,1965-12-09,Assistant Manager,Retail,Mass Customer,N,No,14.0,0,12,Low Value
1591.0,Fonz,Jankin,Male,4.0,1976-09-14,Operator,Manufacturing,Mass Customer,N,Yes,14.0,2,5,High-Mid Value
1592.0,Thorin,Klagges,Male,21.0,1986-08-04,Software Test Engineer III,,Mass Customer,N,Yes,14.0,2,11,Low Value
1593.0,Tommy,Kupisz,Female,69.0,1979-10-11,Tax Accountant,IT,Mass Customer,N,No,17.0,2,7,High-Mid Value
1594.0,Rolando,Amyes,Male,62.0,1981-11-26,Human Resources Manager,Property,Mass Customer,N,No,7.0,2,7,High-Mid Value
1595.0,Kora,Paoli,Female,15.0,1976-02-21,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,11.0,2,7,High-Mid Value
1596.0,Vinnie,Sails,Male,2.0,1969-07-01,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,2,9,Mid-Low Value
1597.0,Jeffry,Slowly,Male,93.0,1977-02-01,Nurse Practicioner,Retail,Affluent Customer,N,No,14.0,2,7,High-Mid Value
1598.0,Guendolen,Betterton,Female,87.0,1973-12-02,Safety Technician III,,Mass Customer,N,No,11.0,2,10,Mid-Low Value
1599.0,Ozzy,Silver,Male,65.0,1999-11-24,,,Affluent Customer,N,No,1.0,2,6,High-Mid Value
1600.0,Priscella,Stathers,Female,20.0,1985-05-21,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2.0,2,7,High-Mid Value
1601.0,Nita,McCarthy,Female,45.0,1993-02-11,Desktop Support Technician,Manufacturing,Affluent Customer,N,No,1.0,2,8,Mid Value
1602.0,Shamus,Dennerly,Male,68.0,1979-01-09,Professor,Retail,Mass Customer,N,No,15.0,2,4,High Value
1603.0,Osgood,Emerine,Male,89.0,1988-11-20,Quality Engineer,Manufacturing,Affluent Customer,N,Yes,20.0,2,10,Mid-Low Value
1604.0,Natale,Duinbleton,Male,51.0,1960-04-11,,Financial Services,High Net Worth,N,No,20.0,1,12,Low Value
1605.0,Latrena,Ker,Female,72.0,1988-03-01,,,Affluent Customer,N,No,9.0,1,10,Mid-Low Value
1606.0,Shayne,Ellesworthe,Female,93.0,1980-11-25,Environmental Specialist,,Affluent Customer,N,Yes,9.0,1,10,Mid-Low Value
1607.0,Tiffani,Van Castele,Female,39.0,1988-01-22,Marketing Assistant,Retail,Mass Customer,N,Yes,15.0,1,9,Mid-Low Value
1608.0,Fernande,Petzolt,Female,87.0,1958-09-21,Software Engineer III,,Mass Customer,N,Yes,6.0,0,6,High-Mid Value
1609.0,Reginald,Hanwright,Male,64.0,1996-11-26,Professor,Property,Mass Customer,N,Yes,3.0,0,8,Mid Value
1610.0,Valaree,Chisolm,Female,75.0,1955-02-10,Structural Engineer,,High Net Worth,N,Yes,9.0,0,6,High-Mid Value
1611.0,Terencio,,Male,93.0,1971-11-22,Developer IV,Health,High Net Worth,N,Yes,13.0,0,6,High-Mid Value
1612.0,Wendel,Headland,Male,70.0,1987-04-17,Community Outreach Specialist,Financial Services,High Net Worth,N,Yes,22.0,0,8,Mid Value
1613.0,Ernesta,Billany,Female,18.0,1977-05-25,,Property,Mass Customer,N,No,19.0,0,7,High-Mid Value
1614.0,Currie,Gimber,Male,2.0,1984-08-12,,,High Net Worth,N,No,8.0,0,10,Mid-Low Value
1615.0,Evvie,Crack,Female,75.0,1971-02-04,,Entertainment,Mass Customer,N,Yes,7.0,2,5,High-Mid Value
1616.0,Shamus,Attenbrough,Male,75.0,1955-08-16,Media Manager II,Retail,High Net Worth,N,Yes,19.0,2,6,High-Mid Value
1617.0,Jannelle,Ort,Female,97.0,1978-07-06,Compensation Analyst,Financial Services,Affluent Customer,N,No,10.0,2,7,High-Mid Value
1618.0,Andee,Scardifeild,Female,90.0,1966-03-01,Senior Developer,,Mass Customer,N,No,19.0,2,9,Mid-Low Value
1619.0,Matteo,Hallum,Male,83.0,1971-12-22,Staff Accountant III,,Mass Customer,N,Yes,6.0,2,6,High-Mid Value
1620.0,Jerrold,Bernetti,Male,18.0,1992-07-27,Structural Analysis Engineer,,High Net Worth,N,Yes,2.0,2,12,Low Value
1621.0,Sibley,Eliyahu,Female,10.0,1974-09-09,Social Worker,Health,Mass Customer,N,No,22.0,2,9,Mid-Low Value
1622.0,Pietrek,Crowe,Male,44.0,1978-05-30,Senior Quality Engineer,,High Net Worth,N,No,16.0,2,11,Low Value
1623.0,Katy,Taffee,Female,29.0,1997-12-24,Software Test Engineer III,Entertainment,High Net Worth,N,Yes,2.0,2,6,High-Mid Value
1624.0,Hakim,Burnhard,Male,18.0,1980-05-04,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6.0,2,6,High-Mid Value
1625.0,Caryl,Clara,Male,20.0,1977-12-09,Information Systems Manager,Property,Mass Customer,N,Yes,10.0,2,3,High Value
1626.0,Fanchon,Fist,Female,82.0,1979-04-19,VP Accounting,Financial Services,Mass Customer,N,No,14.0,2,12,Low Value
1627.0,Vladimir,Morphet,Male,44.0,1961-11-19,Librarian,Entertainment,Affluent Customer,N,No,16.0,2,6,High-Mid Value
1629.0,Edsel,Lester,Male,46.0,1974-08-21,VP Accounting,Financial Services,Mass Customer,N,No,14.0,2,3,High Value
1630.0,Sonni,Lindstedt,Female,63.0,1984-09-16,Professor,Manufacturing,Mass Customer,N,No,16.0,2,10,Mid-Low Value
1631.0,Towny,Beebee,Male,11.0,1996-09-03,Speech Pathologist,Financial Services,Affluent Customer,N,No,1.0,2,10,Mid-Low Value
1632.0,Orbadiah,Kennicott,Male,43.0,1985-08-12,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,2,12,Low Value
1633.0,Ashia,Muzzi,Female,16.0,1964-07-08,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,14.0,2,7,High-Mid Value
1634.0,Jordana,Beach,Female,20.0,1970-08-31,Director of Sales,Manufacturing,Affluent Customer,N,No,12.0,2,10,Mid-Low Value
1635.0,Indira,Robotham,Female,36.0,1971-09-02,Safety Technician IV,Financial Services,Mass Customer,N,No,7.0,2,10,Mid-Low Value
1636.0,Karly,Ackenhead,Female,65.0,1980-05-12,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,5.0,2,7,High-Mid Value
1637.0,Timothee,Mervyn,Male,78.0,1969-02-07,Statistician II,Manufacturing,High Net Worth,N,No,6.0,2,10,Mid-Low Value
1638.0,Zachery,Monkhouse,Male,55.0,1992-05-12,Speech Pathologist,Financial Services,Mass Customer,N,Yes,10.0,2,5,High-Mid Value
1639.0,Marna,Showers,Female,9.0,1962-12-17,,Manufacturing,Mass Customer,N,Yes,12.0,2,6,High-Mid Value
1640.0,Erie,Worswick,Male,37.0,1995-02-17,Accountant I,,High Net Worth,N,Yes,3.0,2,9,Mid-Low Value
1641.0,Vasily,Sturgeon,Male,29.0,1972-09-01,Community Outreach Specialist,Financial Services,Mass Customer,N,No,14.0,2,8,Mid Value
1642.0,Nollie,Matteoli,Male,97.0,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3.0,2,10,Mid-Low Value
1643.0,Manda,Forsey,Female,13.0,1961-01-07,,Retail,Mass Customer,N,No,19.0,0,7,High-Mid Value
1644.0,Gaby,Harriot,Male,57.0,1969-12-01,Speech Pathologist,Health,Mass Customer,N,No,10.0,0,4,High Value
1645.0,Dal,Colquhoun,Male,34.0,1995-06-12,Research Associate,,Affluent Customer,N,Yes,5.0,0,11,Low Value
1646.0,Emmye,Flacke,Female,39.0,1994-06-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,0,8,Mid Value
1647.0,Ivory,Roscam,Female,21.0,1977-09-09,,Financial Services,High Net Worth,N,Yes,17.0,0,8,Mid Value
1648.0,Prissie,Dyde,Female,22.0,1981-06-09,VP Accounting,Financial Services,Mass Customer,N,No,8.0,0,6,High-Mid Value
1649.0,Brenden,Dinley,Male,6.0,1962-07-17,Chief Design Engineer,Property,Mass Customer,N,No,7.0,0,9,Mid-Low Value
1650.0,Raphaela,Looby,Female,44.0,1980-05-03,Tax Accountant,,High Net Worth,N,No,16.0,0,7,High-Mid Value
1651.0,Idalina,,Female,9.0,1996-11-25,Web Designer I,Telecommunications,Mass Customer,N,Yes,4.0,0,10,Mid-Low Value
1652.0,Ulrikaumeko,Heffernon,Female,53.0,1981-09-24,Operator,Manufacturing,High Net Worth,N,Yes,7.0,0,9,Mid-Low Value
1653.0,Florry,Folbige,Female,80.0,1987-04-29,,Argiculture,Mass Customer,N,Yes,12.0,0,7,High-Mid Value
1654.0,Melli,Sperwell,Female,67.0,1989-03-05,Professor,IT,High Net Worth,N,Yes,9.0,0,12,Low Value
1655.0,Prinz,Codman,Male,38.0,1983-02-15,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,13.0,0,8,Mid Value
1656.0,Constantin,Rodrigues,Male,59.0,1977-07-22,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7.0,0,11,Low Value
1657.0,Stanwood,Troillet,Male,11.0,1977-03-08,Computer Systems Analyst III,Financial Services,Mass Customer,N,No,5.0,0,10,Mid-Low Value
1658.0,Selina,Clow,Female,17.0,1993-12-05,Sales Representative,Retail,Mass Customer,N,Yes,5.0,0,12,Low Value
1659.0,Olva,Sheehy,Female,75.0,1989-11-14,Software Consultant,Property,High Net Worth,N,Yes,13.0,0,8,Mid Value
1660.0,Justinian,Jekyll,Male,85.0,1980-03-16,Internal Auditor,Retail,Affluent Customer,N,No,15.0,0,8,Mid Value
1661.0,Meggy,Delgadillo,Female,21.0,1979-06-02,Administrative Assistant IV,Health,Affluent Customer,N,No,10.0,0,6,High-Mid Value
1662.0,Xenia,Willmett,Female,40.0,1956-04-01,Electrical Engineer,Manufacturing,High Net Worth,N,No,11.0,0,8,Mid Value
1663.0,Analiese,Grimsditch,Female,68.0,1978-01-30,VP Quality Control,Property,High Net Worth,N,Yes,9.0,0,5,High-Mid Value
1664.0,Karlis,Alner,Male,11.0,1975-12-30,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,9.0,0,8,Mid Value
1665.0,Witty,Lauthian,Male,48.0,1977-11-18,Quality Engineer,Telecommunications,Mass Customer,N,No,11.0,0,7,High-Mid Value
1666.0,Launce,Lording,Male,73.0,1977-04-02,Recruiting Manager,,Mass Customer,N,No,14.0,0,11,Low Value
1667.0,Jaime,Simonnin,Male,67.0,1955-02-18,Geological Engineer,Manufacturing,High Net Worth,N,No,18.0,0,8,Mid Value
1668.0,Aurlie,Bolter,Female,75.0,1965-06-13,Financial Advisor,Financial Services,Mass Customer,N,No,8.0,0,5,High-Mid Value
1669.0,Jabez,Glasspoole,Male,74.0,1978-03-18,VP Accounting,Financial Services,High Net Worth,N,Yes,21.0,0,7,High-Mid Value
1670.0,Gisella,Ravens,Female,30.0,1978-08-12,Web Designer II,Retail,Mass Customer,N,No,19.0,0,5,High-Mid Value
1671.0,Nerty,Renak,Female,69.0,1957-01-23,Account Executive,Property,Mass Customer,N,Yes,14.0,0,10,Mid-Low Value
1672.0,Sharla,Creebo,Female,21.0,1963-04-27,Design Engineer,IT,Affluent Customer,N,Yes,9.0,0,8,Mid Value
1673.0,Suzie,Dahle,Female,45.0,1978-11-09,Professor,Financial Services,Affluent Customer,N,Yes,21.0,0,12,Low Value
1674.0,Rahal,Woodman,Female,97.0,1977-10-26,Civil Engineer,Manufacturing,High Net Worth,N,No,20.0,0,10,Mid-Low Value
1675.0,Luke,Wombwell,Male,76.0,1955-08-14,Engineer I,Manufacturing,Affluent Customer,N,Yes,14.0,0,8,Mid Value
1676.0,Ozzy,Olerenshaw,Male,63.0,1975-03-31,Information Systems Manager,Health,Mass Customer,N,No,13.0,0,10,Mid-Low Value
1677.0,Petrina,Pollins,Female,56.0,1958-05-28,Editor,Health,Affluent Customer,N,Yes,16.0,0,10,Mid-Low Value
1678.0,Dale,Hursey,Female,20.0,1977-10-07,,Financial Services,High Net Worth,N,Yes,13.0,0,9,Mid-Low Value
1679.0,Arabel,Kayser,Female,92.0,1975-11-03,Programmer II,Health,Mass Customer,N,Yes,13.0,0,8,Mid Value
1680.0,Loise,Austins,Female,5.0,1998-07-28,Desktop Support Technician,Property,Mass Customer,N,Yes,4.0,0,11,Low Value
1681.0,Rupert,Gilstoun,Male,78.0,1979-12-07,,Health,High Net Worth,N,Yes,6.0,2,8,Mid Value
1682.0,Gerladina,Cuddon,Female,93.0,1960-04-25,Structural Engineer,Manufacturing,Affluent Customer,N,Yes,6.0,2,7,High-Mid Value
1684.0,Janie,Stonehewer,Female,96.0,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,N,No,6.0,2,10,Mid-Low Value
1685.0,Marya,Milington,Female,32.0,1972-03-16,Budget/Accounting Analyst III,IT,Mass Customer,N,No,8.0,1,9,Mid-Low Value
1686.0,Fremont,Trundle,Male,95.0,1980-07-06,Account Representative IV,Argiculture,Mass Customer,N,Yes,16.0,1,6,High-Mid Value
1687.0,Chance,Maben,Male,16.0,1991-05-09,,Manufacturing,Affluent Customer,N,Yes,8.0,1,6,High-Mid Value
1688.0,Charmaine,Suller,Female,80.0,1978-12-05,Systems Administrator II,,Mass Customer,N,No,15.0,1,6,High-Mid Value
1689.0,Teodor,Larwell,Male,48.0,1995-06-18,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,4.0,1,11,Low Value
1690.0,Torey,Kensall,Male,6.0,1988-12-19,Food Chemist,Health,Affluent Customer,N,Yes,16.0,1,7,High-Mid Value
1691.0,Tomlin,,Male,50.0,1979-11-16,Account Coordinator,,High Net Worth,N,Yes,7.0,1,5,High-Mid Value
1692.0,Harriette,De Matteis,Female,85.0,1967-04-07,Senior Quality Engineer,Health,Mass Customer,N,Yes,17.0,0,11,Low Value
1693.0,Ring,Birchall,Male,79.0,1965-11-06,Accountant I,Health,Affluent Customer,N,No,4.0,0,7,High-Mid Value
1694.0,Tonnie,McLinden,Male,11.0,1959-10-11,,IT,Mass Customer,N,Yes,19.0,0,6,High-Mid Value
1695.0,Blanch,Leyshon,Female,11.0,1991-05-18,Environmental Specialist,,High Net Worth,N,Yes,4.0,0,7,High-Mid Value
1696.0,Mose,Middler,Male,48.0,1991-06-07,Librarian,Entertainment,High Net Worth,N,No,2.0,0,7,High-Mid Value
1697.0,Eddi,Mansbridge,Female,44.0,1969-03-29,Occupational Therapist,Health,Mass Customer,N,Yes,12.0,0,9,Mid-Low Value
1698.0,Christabella,Eldredge,Female,58.0,1971-08-24,,Health,Affluent Customer,N,Yes,18.0,0,7,High-Mid Value
1699.0,Poul,Dumphy,Male,33.0,1958-05-08,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8.0,0,7,High-Mid Value
1700.0,Rana,Streets,Female,28.0,1969-09-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14.0,0,8,Mid Value
1701.0,Hazlett,Goane,Male,11.0,1963-04-24,,Manufacturing,High Net Worth,N,No,17.0,0,7,High-Mid Value
1702.0,Bryn,Whisby,Male,14.0,1956-04-03,Research Nurse,Health,Mass Customer,N,No,17.0,0,8,Mid Value
1703.0,Nerita,Keppie,Female,14.0,1991-04-01,Product Engineer,Telecommunications,Mass Customer,N,Yes,3.0,0,8,Mid Value
1704.0,Tremain,Breadon,Male,96.0,1962-10-22,Analyst Programmer,IT,High Net Worth,N,No,12.0,0,11,Low Value
1705.0,Nelle,Haworth,Female,1.0,1979-08-14,Research Associate,Financial Services,Mass Customer,N,Yes,9.0,0,6,High-Mid Value
1706.0,Slade,Semark,Male,32.0,1961-08-19,,Financial Services,High Net Worth,N,Yes,10.0,0,5,High-Mid Value
1707.0,Alfonso,Readett,Male,18.0,1994-01-02,Cost Accountant,Financial Services,High Net Worth,N,No,7.0,0,8,Mid Value
1708.0,Wenona,Mahaddie,Female,39.0,1988-12-30,Marketing Manager,Property,High Net Worth,N,No,20.0,0,11,Low Value
1709.0,Osgood,Seeborne,Male,36.0,1974-09-30,Food Chemist,Health,Affluent Customer,N,No,6.0,0,6,High-Mid Value
1710.0,Matilde,MacKeeg,Female,49.0,1954-06-30,Health Coach IV,Health,High Net Worth,N,No,17.0,0,9,Mid-Low Value
1711.0,Marie-jeanne,Mattson,Female,81.0,1993-09-26,,Manufacturing,High Net Worth,N,Yes,7.0,0,7,High-Mid Value
1712.0,Chad,,Female,63.0,1976-10-12,Dental Hygienist,Health,High Net Worth,N,Yes,7.0,0,10,Mid-Low Value
1713.0,Jennica,Jeeks,Female,89.0,1988-11-08,Teacher,Retail,High Net Worth,N,Yes,21.0,0,4,High Value
1714.0,Esma,Rycroft,Female,80.0,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,Yes,4.0,0,7,High-Mid Value
1715.0,Cobb,Schrinel,Male,41.0,1988-06-01,Web Developer III,Entertainment,Mass Customer,N,Yes,12.0,2,11,Low Value
1716.0,Lou,Yellep,Female,42.0,1987-01-30,Senior Developer,Telecommunications,Affluent Customer,N,No,5.0,2,9,Mid-Low Value
1717.0,Obadias,Gristwood,Male,96.0,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0,2,11,Low Value
1718.0,Eada,Coaster,Female,13.0,1994-04-19,Professor,Financial Services,High Net Worth,N,Yes,4.0,2,9,Mid-Low Value
1719.0,Devy,Hannum,Male,71.0,1973-07-04,Media Manager IV,Financial Services,High Net Worth,N,No,18.0,2,7,High-Mid Value
1720.0,Matilda,Milton,Female,96.0,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13.0,2,7,High-Mid Value
1721.0,Delcine,Hansod,Female,82.0,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14.0,2,5,High-Mid Value
1722.0,Fritz,Geare,Male,52.0,1963-07-17,Cost Accountant,Financial Services,Mass Customer,N,No,4.0,2,3,High Value
